tag,category,count,insert_mode
"flutterpage (naisnow), reverse:1999, 1girl",4,22,phrase
"fluttershy, my little pony, 1girl, green eyes, blue eyes, pink hair, long hair",4,469,phrase
"flyfish (splatoon), splatoon (series)",4,43,phrase
"flygon, pokemon, no humans, pokemon (creature), claws",4,935,phrase
"flying miku (project voltage), pokemon, 1girl, grey eyes, hair over one eye, eyelashes, very long hair, blue hair, grey hair, gradient hair, long hair, twintails, double bun, see-through shorts, see-through sleeves, detached sleeves, bare shoulders, blue nails, nail polish, wind chime, single glove, poke ball (basic)",4,140,phrase
"flynn (smt4), shin megami tensei",4,51,phrase
"flynn rider, tangled",4,68,phrase
"flynn scifo, tales of (series), 1boy, blue eyes, blonde hair, armor, armor, surcoat",4,380,phrase
"flynn scifo (student body president), tales of (series)",4,34,phrase
"fn-49 (girls' frontline), girls' frontline, 1girl, green eyes, long hair, brown hair, blonde hair, very long hair, medium breasts, large breasts, cleavage, thighs, thigh strap, gloves, hat, bare shoulders, high heels, rifle, drill sidelocks",4,56,phrase
"fnc (girls' frontline), girls' frontline, 1girl, blue eyes, hair between eyes, long hair, blonde hair, very long hair, brown hair, braid, single braid, hair ornament, medium breasts, beret",4,281,phrase
"fnc (upotte!!), upotte!!, 1girl, red eyes, purple eyes, short hair, silver hair, purple hair, serafuku, serafuku, skirt, assault rifle, fn fnc",4,51,phrase
"focalors (genshin impact), genshin impact",4,606,phrase
"foch (azur lane), azur lane, 1girl, hair between eyes, pink eyes, red eyes, purple hair, grey hair, blue hair, long hair, very long hair, multicolored hair, two-tone hair, ahoge, crossed bangs, sidelocks, large breasts, cleavage, navel, bare shoulders, long sleeves",4,148,phrase
"foch (rainbow rendezvous) (azur lane), azur lane, 1girl, hair between eyes, pink eyes, red eyes, purple hair, grey hair, multicolored hair, very long hair, long hair, two-tone hair, asymmetrical hair, short hair with long locks, blue hair, crossed bangs, ahoge, sidelocks, large breasts, cleavage, navel, thigh holster, white sweater, off-shoulder sweater, black shorts, cropped sweater, high-waist shorts, bare shoulders, long sleeves, knife sheath, latex shorts",4,41,phrase
"fogado (fire emblem), fire emblem, 1boy, dark-skinned male, very dark skin, teeth, brown eyes, star-shaped pupils, brown hair, short hair, black hair, necklace, circlet, feather trim",4,181,phrase
"folinic (arknights), arknights, 1girl, animal ears, cat ears, yellow eyes, brown hair, long hair, blonde hair, streaked hair, hair flower, medium breasts, white shirt, bare shoulders, long sleeves",4,249,phrase
"folkwang (nikke), goddess of victory: nikke, 1girl, purple eyes, blue eyes, long hair, purple hair, braid, sidelocks, hair bow, large breasts, underboob, navel, sweat, sleeveless shirt, fingerless gloves, black gloves, white pants, bare shoulders, blue bow, crop top",4,70,phrase
"follower (yagisaka seto), original, 1girl, heterochromia, animal ears, tail, fang, blue eyes, blue hair, long hair",4,74,phrase
"fomantis, pokemon",4,97,phrase
"fonewearl, phantasy star, 1girl, pointy ears, green eyes, long hair, blue hair, light blue hair, blunt bangs, small breasts, medium breasts, jester cap, purple headwear, bike shorts, black shorts, fur-trimmed headwear, detached sleeves, juliet sleeves, facial mark, eyeliner, red eyeliner, crop top, overskirt, fur trim, star (symbol), purple hat",4,57,phrase
"fong pudding, tokyo mew mew, 1girl, loli, monkey ears, monkey tail, blonde hair, short hair, braid, fingerless gloves, puffy detached sleeves, choker, magical girl, magical girl, bridal garter",4,93,phrase
"foo fighters (jojo), jojo no kimyou na bouken, 1girl, green lips, green eyes, short hair, green hair, lipstick, overalls",4,511,phrase
"foo fighters (stand), jojo no kimyou na bouken",4,39,phrase
"foodie bee (infinity nikki), infinity_nikki, 1girl",4,30,phrase
"foongus, pokemon",4,203,phrase
"foote (azur lane), azur lane, 1girl, yellow eyes, hair between eyes, eyebrows, long hair, green hair, single braid, side braid, hairclip, collarbone, sleeveless dress, hat feather, short dress, two-tone dress, white headwear, sailor dress, frilled dress, blue dress, blue sailor collar, beret, yellow neckerchief, star (symbol), feathers",4,55,phrase
"forbin (azur lane), azur lane, 1girl, shiny skin, green eyes, hair between eyes, blonde hair, long hair, single hair bun, braid, single side bun, large breasts, medium breasts, cleavage, white gloves, white thighhighs, white dress, skindentation, bare shoulders",4,56,phrase
"forcas, phantom of the kill, 1girl, purple eyes, hair between eyes, long hair, blue hair, two-tone hair, black hair, hair ornament, large breasts, cleavage, thighs, collarbone",4,39,phrase
"force (r-type), r-type, 1girl, floating object, blue eyes, blonde hair, very long hair, medium hair, streaked hair, twintails, medium breasts, covered navel, armor, high heel boots, white bodysuit, mecha musume",4,33,phrase
"forde (fire emblem), fire emblem",4,33,phrase
"fore (va-11 hall-a), va-11 hall-a, 1girl, red eyes, blue eyes, long hair, purple hair, black hair, swept bangs, sidelocks, twintails, black cat, kotatsu",4,42,phrase
"forest bunny (omori), omori, 1girl, long hair, purple hair, short hair, short sleeves",4,87,phrase
"forest folk (infinity nikki), infinity_nikki, 1girl",4,16,phrase
"forest keeper nowa, queen's blade, 1girl, pointy ears, brown eyes, brown hair, long hair, twintails, flat chest, no panties, skirt, elbow gloves, monkey, elf, staff",4,98,phrase
"forever (jojo), jojo no kimyou na bouken",4,31,phrase
"forever young (umamusume), coca-cola, 1girl, brown_hair, horse_ears, animal_ears, horse_girl, hat, multicolored_hair, streaked_hair, tinted_eyewear, long_hair, breasts, green_eyes, solo, ears_through_headwear, sunglasses, fedora, red_streaks, red-tinted_eyewear",4,334,phrase
"forget me not (reverse:1999), reverse:1999",4,40,phrase
"formaggio, jojo no kimyou na bouken, 1boy, red hair, orange hair, striped clothes, buzz cut",4,239,phrase
"formidable (azur lane), azur lane, 1girl, red eyes, very long hair, grey hair, twintails, hair ribbon, large breasts, cleavage, between breasts, black dress, frilled dress, bare shoulders, two-tone ribbon",4,4455,phrase
"formidable (muse) (azur lane), azur lane",4,43,phrase
"formidable (the lady of the beach) (azur lane), azur lane, 1girl, red eyes, very long hair, grey hair, double bun, braided bun, sidelocks, ahoge, twin braids, large breasts, cleavage, thighs, navel, collarbone, blue bikini, multi-strapped bikini top, white thighhighs, multi-strapped bikini bottom, skindentation, bare shoulders, choker, wet, feather boa",4,474,phrase
"formidable (the lover's heart flutters on duty) (azur lane), azur lane, 1girl, red eyes, very long hair, grey hair, twintails, hair ribbon, large breasts, black serafuku, white thighhighs, black skirt, black shirt, pleated skirt, black sailor collar, long sleeves, two-tone ribbon, red neckerchief, midriff",4,94,phrase
"formidable (timeless classics) (azur lane), azur lane, 1girl, red eyes, very long hair, grey hair, absurdly long hair, white hair, platinum blonde hair, twintails, hair ornament, large breasts, navel cutout, thighs, navel, armpits, white dress, veil, dress bow, two-tone dress, sleeveless dress, feather dress, dress flower, black sailor collar, black choker, two-tone ribbon, black ribbon, neck ribbon, bare shoulders, black neckerchief",4,218,phrase
"forrest (fire emblem), fire emblem, 1boy, drill hair, long hair, blonde hair, gloves, beret",4,139,phrase
"forretress, pokemon",4,82,phrase
"fors wall, lord of the mysteries, 1girl, lips, blue eyes, long hair, brown hair, brown skirt, hat, yellow shirt, long sleeves, shawl",4,125,phrase
"forsyth (fire emblem), fire emblem, 1boy, green eyes, green hair, armor, armor, green armor, gloves, armored boots",4,65,phrase
"forte (crystalplanet00), original, 1girl, dark-skinned female, lips, red eyes, red hair, long hair, very long hair, ponytail, low ponytail, large breasts, medium breasts, navel, earrings, abs, muscular female, facial mark",4,52,phrase
"forte (shingeki no bahamut), granblue fantasy, 1girl, horns, pointy ears, red eyes, hair between eyes, brown hair, long hair, large breasts, elbow gloves, draph, lance",4,237,phrase
"forte stollen, galaxy angel, 1girl, blue eyes, red hair, short hair, large breasts, cleavage, monocle",4,312,phrase
"fortress (nanoha), lyrical nanoha, 1girl, purple eyes, blue eyes, brown hair, long hair, side ponytail, twintails, hair ribbon, fingerless gloves, magical girl, magical girl",4,62,phrase
"fortress (sekaiju), sekaiju no meikyuu, 1girl, blue eyes, blonde hair, short hair, twintails, shield",4,62,phrase
"fortress 2 (sekaiju), sekaiju no meikyuu, 1girl, blue eyes, blonde hair, short hair, long hair, twintails, flat chest",4,48,phrase
"fortune (azur lane), azur lane, 1girl, hair between eyes, blue eyes, long hair, blonde hair, very long hair, grey hair, hair ornament, hairclip, large breasts, medium breasts, breast curtains, armpits, white thighhighs, red dress, detached sleeves, bare shoulders, shackles, bound wrists, chain",4,37,phrase
"fortune (last origin), last origin, 1girl, red eyes, short hair, red hair, parted bangs, huge breasts, large breasts, cleavage, thick thighs, collarbone, bodysuit, curvy",4,167,phrase
"fortune teller (touhou), touhou, 1boy, grey skin, pointy ears, hat, cape, long sleeves",4,107,phrase
"fossa (kemono friends), kemono friends, 1girl, dark-skinned female, tan, animal ears, tail, extra ears, yellow eyes, hair between eyes, brown eyes, slit pupils, short hair, black hair, brown hair, sleeveless shirt, pleated skirt, bare shoulders, bare arms",4,86,phrase
"fossil sprite (pokemon), pokemon",4,42,phrase
"fotia of fireside, last origin, 1girl, maid, maid headdress, maid, blue eyes, hair between eyes, aqua eyes, red hair, short hair, double bun, hair intakes, sidelocks, hair ribbon, plump, huge breasts, large breasts, thick thighs, groin tendon, feet, legs, ass, covered navel, navel, sweat, collarbone, unconventional maid, short dress, taut dress, unconventional maid, white thighhighs, black thighhighs, skindentation, detached collar, high heels, bare shoulders, blue ribbon, neck ribbon, red ribbon, green ribbon, toes, curvy",4,49,phrase
"fou-lu, breath of fire, 1boy, pointy ears, horns, green eyes, hair between eyes, white hair, long hair, gloves",4,77,phrase
"fou (fate), fate (series), 1girl, purple eyes, hair over one eye, short hair, pink hair, purple hair, large breasts",4,2221,phrase
"founding titan, shingeki no kyojin",4,31,phrase
"four-hundred roses, limbus company",4,79,phrase
"four (drag-on dragoon), drag-on dragoon, 1girl, green eyes, brown hair, long hair, two side up, jacket on shoulders, forehead mark, buttons, fur trim",4,61,phrase
"four murasame, gundam, 1girl, purple lips, blue eyes, short hair, aqua hair, lipstick",4,144,phrase
"fourth chorus (hollow knight), hollow_knight, 1girl",4,12,phrase
"fox (trickster), trickster, 1girl, fox ears, fox tail, purple eyes, glasses, purple hair, medium breasts, cleavage, thighhighs, belt",4,57,phrase
"fox child (doitsuken), original, 1girl, fox ears, fox tail, two tails, yellow eyes, thick eyebrows, short eyebrows, blonde hair, short hair, blunt bangs, white dress",4,184,phrase
"fox devil (chainsaw man), chainsaw man, 1boy, sharp teeth, ringed eyes, blue eyes, extra eyes, hair between eyes, black hair, short hair, suit, white shirt, collared shirt, black jacket, suit jacket, black pants, suit, black necktie, weapon on back, katana, topknot, formal, formal",4,127,phrase
"fox girl (jaco), original, 1girl, fox girl, fox ears, animal ear fluff, fox tail, large tail, hugging tail, hugging own tail, thick eyebrows, short hair, short hair with long locks, blonde hair, ahoge, sidelocks, barefoot, bike shorts",4,89,phrase
"fox girl (mdf an), original",4,55,phrase
"fox girl (miya (miyaruta)), original, 1girl, fox girl, fox ears, fox tail, animal ear fluff, hair between eyes, blue eyes, red hair, very long hair, twintails, ahoge, hair bell, hair ribbon, hair flower, small breasts, cleavage, thigh boots, collarbone, japanese clothes, black thighhighs, black footwear, red skirt, pleated skirt, japanese clothes, bare shoulders, detached sleeves, blue ribbon, long sleeves, white sleeves, red bow, wide sleeves, sleeves past wrists, katana, jingle bell, strapless, obi",4,30,phrase
"fox girl (togutogu), original, 1girl, fox girl, fox ears, fox tail, multiple tails, animal ear fluff, red eyes, hair over one eye, blonde hair, long hair, large breasts, huge breasts, sweat, kitsune, steaming body",4,113,phrase
"fox hinako, silent_hill_(series), 1girl, skirt, black_hair, mask, fox_mask, blood, serafuku, school_uniform, torn_clothes, black_serafuku, mismatched_arms, pleated_skirt, socks, short_hair, black_socks, japanese_clothes, blood_on_face, shoes, yellow_eyes, black_skirt",4,68,phrase
"fox mask (silent hill), silent_hill_(series), 1boy, japanese_clothes, 1girl, white_hair, black_hair, school_uniform, jewelry, hetero, earrings, tassel, short_hair, fox_mask, mask, ponytail, serafuku, long_hair, tassel_earrings, shirt, low_ponytail, robe",4,307,phrase
"fox mccloud, star fox, 1boy, furry male, fox boy, fox ears, fox tail, green eyes, gloves",4,386,phrase
"fox wife (batta (kanzume quality)), original, 1girl, fox girl, fox ears, fox tail, blue eyes, green eyes, blonde hair, long hair, long sleeves",4,70,phrase
"fox wife (doitsuken), original, 1girl, fox ears, fox tail, fang, pink eyes, hair between eyes, blonde hair, short hair, large breasts, long sleeves",4,63,phrase
"foxfire ahri, league of legends, 1girl, fox ears, fox tail, multiple tails, lips, yellow eyes, orange eyes, red hair, very long hair, long hair, single braid, parted bangs, large breasts, cleavage, choker, whisker markings",4,35,phrase
